"","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","tempo","duration"
"1",0.789153846153846,0.714692307692308,-4.92553846153846,0.0860230769230769,0.157130769230769,0.000377739230769231,0.148146153846154,107.329230769231,205993.384615385
