"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","genre"
"73",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,"audio_features","5CLGzJsGqhCEECcpnFQA8x","spotify:track:5CLGzJsGqhCEECcpnFQA8x","https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x","https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x",210773,4,"pop"
"74",0.699,0.479,1,-7.83,1,0.0919,0.00433,0.0000958,0.0435,0.462,102.959,"audio_features","2Tq2R8sRftNEqdgJK5HadO","spotify:track:2Tq2R8sRftNEqdgJK5HadO","https://api.spotify.com/v1/tracks/2Tq2R8sRftNEqdgJK5HadO","https://api.spotify.com/v1/audio-analysis/2Tq2R8sRftNEqdgJK5HadO",204727,4,"pop"
"75",0.775,0.679,4,-4.985,0,0.135,0.18,0.0000726,0.068,0.619,166.008,"audio_features","3Ga6eKrUFf12ouh9Yw3v2D","spotify:track:3Ga6eKrUFf12ouh9Yw3v2D","https://api.spotify.com/v1/tracks/3Ga6eKrUFf12ouh9Yw3v2D","https://api.spotify.com/v1/audio-analysis/3Ga6eKrUFf12ouh9Yw3v2D",193456,4,"pop"
"76",0.922,0.581,10,-7.495,1,0.27,0.00104,0.0000586,0.105,0.595,140.022,"audio_features","4qKcDkK6siZ7Jp1Jb4m0aL","spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL","https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL","https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL",181263,4,"rap"
"77",0.74,0.558,8,-8.115,1,0.102,0.566,0,0.112,0.421,140.057,"audio_features","65NwOZqoXny4JxqAPlfxRF","spotify:track:65NwOZqoXny4JxqAPlfxRF","https://api.spotify.com/v1/tracks/65NwOZqoXny4JxqAPlfxRF","https://api.spotify.com/v1/audio-analysis/65NwOZqoXny4JxqAPlfxRF",220880,4,"rap"
"78",0.573,0.591,11,-6.715,0,0.331,0.0107,0,0.455,0.232,86.721,"audio_features","1W6wxOOYyJyyok8fqYSZ3m","spotify:track:1W6wxOOYyJyyok8fqYSZ3m","https://api.spotify.com/v1/tracks/1W6wxOOYyJyyok8fqYSZ3m","https://api.spotify.com/v1/audio-analysis/1W6wxOOYyJyyok8fqYSZ3m",230713,5,"rap"
"79",0.753,0.454,7,-9.488,1,0.0963,0.0244,0.0000562,0.498,0.344,77.17,"audio_features","2XW4DbS6NddZxRPm5rMCeY","spotify:track:2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY","https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY",198960,4,"rap"
"80",0.604,0.749,8,-8.089,1,0.56,0.255,0,0.0885,0.652,113.224,"audio_features","4fdXiz0uJKg3HUOVj1p6iL","spotify:track:4fdXiz0uJKg3HUOVj1p6iL","https://api.spotify.com/v1/tracks/4fdXiz0uJKg3HUOVj1p6iL","https://api.spotify.com/v1/audio-analysis/4fdXiz0uJKg3HUOVj1p6iL",348333,5,"rap"
"81",0.936,0.588,7,-6.948,0,0.136,0.0146,0,0.139,0.238,124.987,"audio_features","0wbnC9AUenxp613TYaJsGK","spotify:track:0wbnC9AUenxp613TYaJsGK","https://api.spotify.com/v1/tracks/0wbnC9AUenxp613TYaJsGK","https://api.spotify.com/v1/audio-analysis/0wbnC9AUenxp613TYaJsGK",255379,4,"rap"
"82",0.811,0.54,11,-7.977,0,0.329,0.0271,0,0.106,0.436,138.016,"audio_features","3DxZfFYJLwKDJtUwnLEhkL","spotify:track:3DxZfFYJLwKDJtUwnLEhkL","https://api.spotify.com/v1/tracks/3DxZfFYJLwKDJtUwnLEhkL","https://api.spotify.com/v1/audio-analysis/3DxZfFYJLwKDJtUwnLEhkL",139130,4,"rap"
"83",0.563,0.717,1,-5.186,1,0.337,0.000874,0,0.183,0.427,82.064,"audio_features","51rXHuKN8Loc4sUlKPODgH","spotify:track:51rXHuKN8Loc4sUlKPODgH","https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH","https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH",229670,4,"rap"
"84",0.712,0.829,1,-4.707,0,0.141,0.0149,0,0.122,0.593,173.953,"audio_features","2yUbCEiaolfSMluDo9RMmG","spotify:track:2yUbCEiaolfSMluDo9RMmG","https://api.spotify.com/v1/tracks/2yUbCEiaolfSMluDo9RMmG","https://api.spotify.com/v1/audio-analysis/2yUbCEiaolfSMluDo9RMmG",332301,4,"rap"
"85",0.781,0.81,10,-4.301,0,0.356,0.738,0,0.144,0.908,173.949,"audio_features","365wwIjijQdlRJEjUWTidq","spotify:track:365wwIjijQdlRJEjUWTidq","https://api.spotify.com/v1/tracks/365wwIjijQdlRJEjUWTidq","https://api.spotify.com/v1/audio-analysis/365wwIjijQdlRJEjUWTidq",234667,4,"rap"
"86",0.865,0.652,8,-8.218,1,0.105,0.037,0,0.0925,0.372,94.946,"audio_features","5lZsh9Qf7CbHI9Fcc7Zcsq","spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq","https://api.spotify.com/v1/tracks/5lZsh9Qf7CbHI9Fcc7Zcsq","https://api.spotify.com/v1/audio-analysis/5lZsh9Qf7CbHI9Fcc7Zcsq",97202,4,"rap"
"87",0.882,0.503,11,-6.618,1,0.179,0.224,0,0.108,0.176,95.011,"audio_features","0gD6lWJhbXHWNVwQziSVvl","spotify:track:0gD6lWJhbXHWNVwQziSVvl","https://api.spotify.com/v1/tracks/0gD6lWJhbXHWNVwQziSVvl","https://api.spotify.com/v1/audio-analysis/0gD6lWJhbXHWNVwQziSVvl",175511,4,"rap"
"88",0.88,0.428,9,-8.28,1,0.206,0.149,0.0000507,0.114,0.333,100.007,"audio_features","7sO5G9EABYOXQKNPNiE9NR","spotify:track:7sO5G9EABYOXQKNPNiE9NR","https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR","https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR",172800,4,"rap"
"89",0.815,0.816,2,-5.474,1,0.269,0.00299,0,0.159,0.498,181.967,"audio_features","2UVbBKQOdFAekPTRsnkzcf","spotify:track:2UVbBKQOdFAekPTRsnkzcf","https://api.spotify.com/v1/tracks/2UVbBKQOdFAekPTRsnkzcf","https://api.spotify.com/v1/audio-analysis/2UVbBKQOdFAekPTRsnkzcf",190288,4,"rap"
"90",0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,"audio_features","3ncgNpxLoBQ65ABk4djDyd","spotify:track:3ncgNpxLoBQ65ABk4djDyd","https://api.spotify.com/v1/tracks/3ncgNpxLoBQ65ABk4djDyd","https://api.spotify.com/v1/audio-analysis/3ncgNpxLoBQ65ABk4djDyd",191252,4,"rap"
"91",0.818,0.572,1,-7.085,1,0.228,0.0717,0,0.101,0.236,139.968,"audio_features","6iyp6udVpLuq3MCUulZT4h","spotify:track:6iyp6udVpLuq3MCUulZT4h","https://api.spotify.com/v1/tracks/6iyp6udVpLuq3MCUulZT4h","https://api.spotify.com/v1/audio-analysis/6iyp6udVpLuq3MCUulZT4h",188613,4,"rap"
"92",0.587,0.77,11,-6.018,0,0.36,0.643,0,0.275,0.645,79.142,"audio_features","0ZYNW5SFHDI3zLr3m0Nu9r","spotify:track:0ZYNW5SFHDI3zLr3m0Nu9r","https://api.spotify.com/v1/tracks/0ZYNW5SFHDI3zLr3m0Nu9r","https://api.spotify.com/v1/audio-analysis/0ZYNW5SFHDI3zLr3m0Nu9r",249240,4,"rap"
"93",0.909,0.628,2,-5.456,1,0.201,0.0739,0,0.108,0.406,145.905,"audio_features","6n4U3TlzUGhdSFbUUhTvLP","spotify:track:6n4U3TlzUGhdSFbUUhTvLP","https://api.spotify.com/v1/tracks/6n4U3TlzUGhdSFbUUhTvLP","https://api.spotify.com/v1/audio-analysis/6n4U3TlzUGhdSFbUUhTvLP",276147,4,"rap"
"94",0.765,0.801,9,-4.809,0,0.174,0.0595,0,0.724,0.747,95.071,"audio_features","1Y500yrabUJY2mIQS3RDt4","spotify:track:1Y500yrabUJY2mIQS3RDt4","https://api.spotify.com/v1/tracks/1Y500yrabUJY2mIQS3RDt4","https://api.spotify.com/v1/audio-analysis/1Y500yrabUJY2mIQS3RDt4",138474,4,"rap"
"95",0.757,0.772,8,-5.081,1,0.0577,0.152,0,0.559,0.218,105.937,"audio_features","0ysn8lotRAYmRueql5C4w6","spotify:track:0ysn8lotRAYmRueql5C4w6","https://api.spotify.com/v1/tracks/0ysn8lotRAYmRueql5C4w6","https://api.spotify.com/v1/audio-analysis/0ysn8lotRAYmRueql5C4w6",239412,4,"rap"
"96",0.7,0.615,8,-5.387,1,0.0619,0.0284,0.0133,0.0843,0.449,96.84,"audio_features","66kQ7wr4d2LwwSjr7HXcyr","spotify:track:66kQ7wr4d2LwwSjr7HXcyr","https://api.spotify.com/v1/tracks/66kQ7wr4d2LwwSjr7HXcyr","https://api.spotify.com/v1/audio-analysis/66kQ7wr4d2LwwSjr7HXcyr",235540,4,"rap"
"97",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,"audio_features","35ieKju5aLWFN5UgfJ27mL","spotify:track:35ieKju5aLWFN5UgfJ27mL","https://api.spotify.com/v1/tracks/35ieKju5aLWFN5UgfJ27mL","https://api.spotify.com/v1/audio-analysis/35ieKju5aLWFN5UgfJ27mL",166568,4,"rap"
"98",0.635,0.601,2,-9.837,1,0.144,0.272,0,0.112,0.515,180.046,"audio_features","6RKkHI2fkmgZq7uQPPav8f","spotify:track:6RKkHI2fkmgZq7uQPPav8f","https://api.spotify.com/v1/tracks/6RKkHI2fkmgZq7uQPPav8f","https://api.spotify.com/v1/audio-analysis/6RKkHI2fkmgZq7uQPPav8f",181319,4,"rap"
"99",0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,"audio_features","75FDPwaULRdYDn4StFN2rT","spotify:track:75FDPwaULRdYDn4StFN2rT","https://api.spotify.com/v1/tracks/75FDPwaULRdYDn4StFN2rT","https://api.spotify.com/v1/audio-analysis/75FDPwaULRdYDn4StFN2rT",224613,4,"rap"
"100",0.888,0.664,0,-10.13,1,0.341,0.0424,0,0.0734,0.53,140.012,"audio_features","4pYZLpX23Vx8rwDpJCpPTA","spotify:track:4pYZLpX23Vx8rwDpJCpPTA","https://api.spotify.com/v1/tracks/4pYZLpX23Vx8rwDpJCpPTA","https://api.spotify.com/v1/audio-analysis/4pYZLpX23Vx8rwDpJCpPTA",193173,4,"rap"
"101",0.315,0.826,7,-4.315,0,0.0644,0.000621,0.000669,0.0703,0.359,139.163,"audio_features","2kFKIFc5RSTlhuGed6ZNZ7","spotify:track:2kFKIFc5RSTlhuGed6ZNZ7","https://api.spotify.com/v1/tracks/2kFKIFc5RSTlhuGed6ZNZ7","https://api.spotify.com/v1/audio-analysis/2kFKIFc5RSTlhuGed6ZNZ7",256072,4,"rock"
"102",0.596,0.811,1,-5.501,0,0.0587,0.00458,0.0000162,0.0971,0.475,100.032,"audio_features","5Q6BEkgHxYuEJmHidFLy9L","spotify:track:5Q6BEkgHxYuEJmHidFLy9L","https://api.spotify.com/v1/tracks/5Q6BEkgHxYuEJmHidFLy9L","https://api.spotify.com/v1/audio-analysis/5Q6BEkgHxYuEJmHidFLy9L",226093,4,"rock"
