"","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","tempo","duration"
"1",0.623533333333333,0.585,-6.65073333333333,0.0909933333333333,0.164308933333333,0.000117298,0.160846666666667,133.607866666667,234854.8
